Page,URL,Title,Impact,Rule ID,Description,Help,Help URL,HTML Element
1,https://test-ufl.pantheonsite.io,Homepage | Urbana Free Library,serious,aria-hidden-focus,Ensure aria-hidden elements are not focusable nor contain focusable elements,ARIA hidden element must not be focusable or contain focusable elements,https://dequeuniversity.com/rules/axe/4.10/aria-hidden-focus?application=axeAPI,"<div tabindex=""-1"" class=""field__item slick-slide"" data-slick-index=""0"" aria-hidden=""true"" role=""tabpanel"" id=""slick-slide00"" aria-describedby=""slick-slide-control00"" style=""width: 1229px;"">"
102,https://test-ufl.pantheonsite.io/local-history/about/interlibrary-loan,Interlibrary Loan | Urbana Free Library,serious,frame-title,Ensure <iframe> and <frame> elements have an accessible name,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.10/frame-title?application=axeAPI,"<iframe src=""https://urbanafreelibrary.libnet.info/widget?id=15863&amp;style=1168&amp;location=1672"" data-widgetid=""15863"" data-client=""urbanafreelibrary"" scrolling=""no"" style=""overflow: hidden;"" marginheight=""0"" class=""widgetframepreview"" onload=""resizeIframe(this)"" width=""100%"" height=""600"" frameborder=""0"">"
102,https://test-ufl.pantheonsite.io/local-history/about/interlibrary-loan,Interlibrary Loan | Urbana Free Library,moderate,landmark-unique,Ensure landmarks are unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI,"<div role=""navigation"" aria-label=""Mobile navigation"" class=""region region-mobile-navigation"" id=""region-mobile-navigation"">"
102,https://test-ufl.pantheonsite.io/local-history/about/interlibrary-loan,Interlibrary Loan | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://www.facebook.com/UrbanaFreeLibrary"" target=""_blank"" alt=""facebook""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/facebook.png"" typeof=""foaf:Image""></a>"
102,https://test-ufl.pantheonsite.io/local-history/about/interlibrary-loan,Interlibrary Loan | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://www.instagram.com/urbanafreelibrary/"" target=""_blank"" alt=""instagram""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/instagram.png"" typeof=""foaf:Image""></a>"
102,https://test-ufl.pantheonsite.io/local-history/about/interlibrary-loan,Interlibrary Loan | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://twitter.com/search?f=tweets&amp;vertical=default&amp;q=urbanafree"" target=""_blank"" alt=""twitter""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/twitter.png"" typeof=""foaf:Image""></a>"
102,https://test-ufl.pantheonsite.io/local-history/about/interlibrary-loan,Interlibrary Loan | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""http://www.flickr.com/photos/98945443@N05"" target=""_blank"" alt=""flickr""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/flickr.png"" typeof=""foaf:Image""></a>"
103,https://test-ufl.pantheonsite.io/local-history/using-the-archives/harmful-language,Harmful Language in Archives | Urbana Free Library,serious,frame-title,Ensure <iframe> and <frame> elements have an accessible name,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.10/frame-title?application=axeAPI,"<iframe src=""https://urbanafreelibrary.libnet.info/widget?id=15863&amp;style=1168&amp;location=1672"" data-widgetid=""15863"" data-client=""urbanafreelibrary"" scrolling=""no"" style=""overflow: hidden;"" marginheight=""0"" class=""widgetframepreview"" onload=""resizeIframe(this)"" width=""100%"" height=""600"" frameborder=""0"">"
103,https://test-ufl.pantheonsite.io/local-history/using-the-archives/harmful-language,Harmful Language in Archives | Urbana Free Library,moderate,landmark-unique,Ensure landmarks are unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI,"<div role=""navigation"" aria-label=""Mobile navigation"" class=""region region-mobile-navigation"" id=""region-mobile-navigation"">"
103,https://test-ufl.pantheonsite.io/local-history/using-the-archives/harmful-language,Harmful Language in Archives | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://www.facebook.com/UrbanaFreeLibrary"" target=""_blank"" alt=""facebook""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/facebook.png"" typeof=""foaf:Image""></a>"
103,https://test-ufl.pantheonsite.io/local-history/using-the-archives/harmful-language,Harmful Language in Archives | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://www.instagram.com/urbanafreelibrary/"" target=""_blank"" alt=""instagram""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/instagram.png"" typeof=""foaf:Image""></a>"
103,https://test-ufl.pantheonsite.io/local-history/using-the-archives/harmful-language,Harmful Language in Archives | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://twitter.com/search?f=tweets&amp;vertical=default&amp;q=urbanafree"" target=""_blank"" alt=""twitter""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/twitter.png"" typeof=""foaf:Image""></a>"
103,https://test-ufl.pantheonsite.io/local-history/using-the-archives/harmful-language,Harmful Language in Archives | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""http://www.flickr.com/photos/98945443@N05"" target=""_blank"" alt=""flickr""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/flickr.png"" typeof=""foaf:Image""></a>"
104,https://test-ufl.pantheonsite.io/about/foundation,Foundation | Urbana Free Library,moderate,landmark-unique,Ensure landmarks are unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI,"<div role=""navigation"" aria-label=""Mobile navigation"" class=""region region-mobile-navigation"" id=""region-mobile-navigation"">"
104,https://test-ufl.pantheonsite.io/about/foundation,Foundation | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://www.facebook.com/UrbanaFreeLibrary"" target=""_blank"" alt=""facebook""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/facebook.png"" typeof=""foaf:Image""></a>"
104,https://test-ufl.pantheonsite.io/about/foundation,Foundation | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://www.instagram.com/urbanafreelibrary/"" target=""_blank"" alt=""instagram""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/instagram.png"" typeof=""foaf:Image""></a>"
104,https://test-ufl.pantheonsite.io/about/foundation,Foundation | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""https://twitter.com/search?f=tweets&amp;vertical=default&amp;q=urbanafree"" target=""_blank"" alt=""twitter""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/twitter.png"" typeof=""foaf:Image""></a>"
104,https://test-ufl.pantheonsite.io/about/foundation,Foundation | Urbana Free Library,serious,link-name,Ensure links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.10/link-name?application=axeAPI,"<a href=""http://www.flickr.com/photos/98945443@N05"" target=""_blank"" alt=""flickr""><img alt="""" class=""adaptive-image"" src=""/themes/custom/ufl/assets/images/flickr.png"" typeof=""foaf:Image""></a>"
105,https://test-ufl.pantheonsite.io/about/friends,Friends of the Library | Urbana Free Library,serious,frame-title,Ensure <iframe> and <frame> elements have an accessible name,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.10/frame-title?application=axeAPI,"<iframe src=""https://urbanafreelibrary.libnet.info/widget?id=15863&amp;style=1168&amp;location=1672"" data-widgetid=""15863"" data-client=""urbanafreelibrary"" scrolling=""no"" style=""overflow: hidden;"" marginheight=""0"" class=""widgetframepreview"" onload=""resizeIframe(this)"" width=""100%"" height=""600"" frameborder=""0"">"
105,https://test-ufl.pantheonsite.io/about/friends,Friends of the Library | Urbana Free Library,moderate,landmark-unique,Ensure landmarks are unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,https://dequeuniversity.com/rules/axe/4.10/landmark-unique?application=axeAPI,"<div role=""navigation"" aria-label=""Mobile navigation"" class=""region region-mobile-navigation"" id=""region-mobile-navigation"">"
